mes,V1013,cor,d0051,d0031,d0041,d0053,f001,f002a1,f002a2,f002a3,f002a4,f002a5,f0021,f0022
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,2,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,2,1,1,1,900,4
8,8,1,1,2,2,1200,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,1800,5
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,4,1,2,2,600,1,1,1,1,1,1,,
8,8,4,1,2,2,600,1,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,2,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,2,1,2,2,600,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,1350,4
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,500,2
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,2,2,2,2,,2,1,1,1,2,1,,
8,8,2,2,2,2,,2,1,1,1,2,1,,
8,8,2,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,1200,1,1,1,1,2,1,,
8,8,1,1,2,2,1200,1,1,1,1,1,1,,
8,8,4,2,2,2,,3,1,1,1,2,1,350,2
8,8,1,2,2,2,,3,1,1,1,1,1,500,2
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,1,,2,1,1,1,2,1,,
8,8,1,2,2,2,,5,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,500,2
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,4,1,2,2,600,1,1,1,1,1,1,,
8,8,4,1,2,2,600,1,1,1,1,1,1,,
8,8,1,2,2,2,,5,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,2,1,1500,4
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,2,1,1000,4
8,8,1,1,2,2,600,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,3,1,1,1,2,1,750,3
8,8,1,2,2,2,,3,1,1,1,2,1,750,3
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,1200,5,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,1800,1,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,3,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,1300,4
8,8,1,2,2,2,,3,1,1,1,1,1,1300,4
8,8,1,2,2,2,,3,1,1,1,1,1,600,2
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,2,1,800,3
8,8,4,1,2,2,1200,1,1,1,1,2,1,,
8,8,1,1,2,2,1200,1,1,1,1,2,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,1800,5
8,8,1,2,2,2,,3,1,1,1,1,1,1800,5
8,8,1,2,2,2,,3,1,1,1,2,1,1200,4
8,8,4,2,2,2,,3,1,1,1,2,1,1200,4
8,8,4,1,2,1,600,6,1,1,1,1,1,,
8,8,4,1,2,1,600,6,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,1,1,2,2,2400,5,1,1,1,1,1,,
8,8,1,1,2,2,1200,1,1,1,1,2,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,1,1,2,2,600,2,1,1,1,1,1,,
8,8,4,2,2,2,,2,1,1,1,2,1,,
8,8,4,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,600,1,1,1,1,2,1,,
8,8,1,1,2,2,600,1,1,1,1,2,1,,
8,8,1,1,2,2,600,3,1,1,1,2,1,860,4
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,1,2,,2,1,1,1,2,1,,
8,8,1,2,1,2,,2,1,1,1,2,1,,
8,8,1,2,1,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,1,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,4,1,2,2,600,1,1,1,1,2,1,,
8,8,4,1,2,2,600,1,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,4,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,1150,4
8,8,4,1,2,2,600,2,1,1,1,2,1,,
8,8,1,1,2,2,600,2,1,1,1,2,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,1400,4
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,600,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,600,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,600,3,1,1,1,1,1,1000,4
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,1,2,1,1200,1,1,1,1,2,1,,
8,8,1,1,2,1,1200,1,1,1,1,2,1,,
8,8,1,1,2,1,1200,1,1,1,1,2,1,,
8,8,1,1,2,1,1200,1,1,1,1,2,1,,
8,8,1,1,2,1,1200,1,1,1,1,2,1,,
8,8,1,1,2,1,1200,1,1,1,1,2,1,,
8,8,1,1,2,1,1200,1,1,1,1,2,1,,
8,8,1,1,2,1,1200,1,1,1,1,2,1,,
8,8,4,1,2,2,600,3,1,1,1,2,1,500,2
8,8,2,1,2,2,1200,2,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,4,1,2,2,1200,6,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,5,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,1,2,,5,1,2,1,2,2,,
8,8,4,1,2,2,1200,1,1,1,1,1,1,,
8,8,4,1,2,2,1200,1,1,1,1,1,1,,
8,8,4,1,2,2,1200,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,1200,4
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,1000,4
8,8,1,2,2,2,,2,1,1,1,3,3,,
8,8,2,1,1,2,1200,1,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,2,1,1500,4
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,1840,5
8,8,1,2,2,2,,3,1,1,1,1,1,1840,5
8,8,1,2,2,2,,3,1,1,1,1,1,1840,5
8,8,1,2,2,2,,3,1,1,1,1,1,1840,5
8,8,1,1,2,2,600,3,1,1,1,2,1,1000,4
8,8,1,1,2,2,600,2,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,5,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,4,1,2,2,600,1,1,1,1,1,1,,
8,8,1,1,2,2,600,2,1,1,1,2,1,,
8,8,2,2,2,2,,1,1,1,1,1,1,,
8,8,4,2,2,2,,2,1,1,1,1,1,,
8,8,4,2,2,2,,2,1,1,1,1,1,,
8,8,2,2,2,2,,1,1,1,1,1,1,,
8,8,2,1,2,2,600,2,1,1,1,1,1,,
8,8,2,1,2,2,600,2,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,5,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,600,2,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,5,1,1,1,1,1,,
8,8,1,1,2,2,1200,1,1,1,1,2,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,900,4
8,8,1,1,2,2,1200,1,1,1,1,2,1,,
8,8,1,1,2,2,600,5,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,4,1,2,2,1534,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,2,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,2,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,1200,1,1,1,1,1,1,,
8,8,1,1,2,2,1200,1,1,1,1,1,1,,
8,8,1,1,2,2,1200,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,1,2,2,1470,1,1,1,1,2,1,,
8,8,1,1,2,2,600,3,1,1,1,1,1,650,3
8,8,1,1,2,2,600,2,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,1290,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,600,5,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,4,1,2,2,1550,1,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,1000,4
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,1100,4
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,1,600,1,1,1,1,2,1,,
8,8,1,1,2,1,600,1,1,1,1,2,1,,
8,8,1,1,2,1,600,1,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,4,2,2,2,,2,1,1,1,2,1,,
8,8,4,2,2,2,,2,1,1,1,1,1,,
8,8,1,1,2,2,1200,3,1,1,1,1,1,450,2
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,2,2,2,2,,3,1,1,1,1,1,600,2
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,5,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,2,1,905,4
8,8,2,2,2,2,,3,1,1,1,2,1,905,4
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,1,600,6,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,740,3
8,8,4,1,2,2,2400,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,4,2,2,2,,3,1,1,1,1,1,900,4
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,500,2
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,5,1,1,1,1,1,,
8,8,1,2,2,2,,5,1,1,1,1,1,,
8,8,1,2,2,2,,5,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,350,2
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,1200,5,1,1,1,2,1,,
8,8,1,2,1,2,,3,1,1,1,2,1,250,1
8,8,4,1,2,2,600,1,1,1,1,2,1,,
8,8,1,1,2,2,1800,5,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,2,1,2,1,,
8,8,4,1,2,2,1200,3,1,1,1,1,1,400,2
8,8,4,1,2,2,1200,3,1,1,1,1,1,400,2
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,600,5,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,1,2,,6,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,3,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,1,1,,
8,8,1,1,2,2,1200,1,1,1,1,2,1,,
8,8,1,1,2,2,600,2,1,1,1,2,1,,
8,8,1,1,2,2,1200,1,1,1,1,1,1,,
8,8,1,1,2,2,1200,1,1,1,1,1,1,,
8,8,1,1,2,2,1200,1,1,1,1,1,1,,
8,8,1,1,2,2,1200,1,1,1,1,1,1,,
8,8,1,1,2,2,1200,1,1,1,1,1,1,,
8,8,1,1,2,2,600,1,1,1,1,2,1,,
8,8,4,1,2,2,600,1,1,1,1,2,1,,
8,8,1,1,2,2,600,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,2,2,2,2,,3,1,1,1,2,1,2000,5
8,8,1,2,2,2,,3,1,1,1,2,1,2000,5
8,8,4,2,2,2,,3,1,1,1,2,1,2000,5
8,8,4,2,2,2,,3,1,1,1,2,1,2000,5
8,8,1,2,2,2,,3,1,1,1,2,1,1050,4
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,4,1,2,2,600,3,1,1,1,2,1,1100,4
8,8,4,1,2,2,600,3,1,1,1,2,1,1100,4
8,8,1,1,2,2,600,1,1,1,1,2,1,,
8,8,3,2,2,2,,1,1,1,1,2,1,,
8,8,3,2,2,2,,1,1,1,1,2,1,,
8,8,3,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,2,,
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,4,2,2,2,,3,1,1,1,2,1,600,2
8,8,4,2,2,2,,3,1,1,1,2,1,600,2
8,8,4,2,2,2,,3,1,1,1,2,1,600,2
8,8,4,2,2,2,,3,1,1,1,2,1,600,2
8,8,1,1,2,2,600,2,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,2,2,2,2,,1,1,1,1,1,1,,
8,8,4,2,2,1,,1,1,1,1,2,1,,
8,8,4,1,2,2,600,5,1,1,1,2,1,,
8,8,4,2,2,2,,2,1,1,1,1,1,,
8,8,4,2,2,2,,2,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,1200,1,1,2,1,2,1,,
8,8,4,2,2,2,,3,1,1,1,2,1,600,2
8,8,4,1,2,2,600,1,1,1,1,2,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,850,4
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,4,1,2,2,600,1,1,1,1,2,1,,
8,8,2,2,2,2,,5,1,1,1,1,1,,
8,8,4,2,2,2,,5,1,1,1,2,1,,
8,8,4,1,2,2,1200,1,1,1,1,2,1,,
8,8,2,2,2,2,,3,1,1,1,1,1,450,2
8,8,1,2,2,2,,3,1,1,1,2,1,750,3
8,8,2,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,1200,3,1,1,1,2,1,600,2
8,8,4,2,2,2,,2,1,1,1,1,1,,
8,8,4,2,2,2,,5,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,1,2,2,450,3,1,1,1,2,1,800,3
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,1,2,2,600,1,1,1,1,1,1,,
8,8,4,1,2,2,600,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,4,1,2,1,600,3,1,1,1,2,1,600,2
8,8,4,1,2,2,600,1,1,1,1,2,1,,
8,8,4,1,2,2,1800,2,1,1,1,2,1,,
8,8,1,1,2,2,1800,2,1,1,1,2,1,,
8,8,4,1,2,2,1800,2,1,1,1,2,1,,
8,8,4,1,2,2,1800,2,1,1,1,2,1,,
8,8,4,1,2,2,600,2,1,1,1,1,1,,
8,8,1,2,2,2,,2,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,600,5,1,1,1,1,1,,
8,8,1,1,2,2,600,5,1,1,1,1,1,,
8,8,4,1,2,2,1200,3,1,1,1,2,1,500,2
8,8,2,2,2,2,,3,1,1,1,2,1,450,2
8,8,4,1,2,2,600,1,1,1,1,2,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,3,1,1,1,1,1,2000,5
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,600,1,1,1,1,2,1,,
8,8,1,1,2,2,600,3,1,1,1,2,1,900,4
8,8,1,1,2,2,600,3,1,1,1,2,1,900,4
8,8,1,1,2,2,600,3,1,1,1,2,1,900,4
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
8,8,4,2,2,2,,1,1,1,1,2,1,,
8,8,4,1,2,2,1200,3,1,1,1,1,1,300,1
8,8,1,2,2,2,,1,1,1,1,2,1,,
8,8,1,1,2,2,600,3,1,1,1,2,1,560,2
8,8,4,2,2,2,,1,1,1,1,1,1,,
8,8,1,2,2,2,,1,1,1,1,1,1,,
